Herb_id,Herb_Chinese,Herb_Pinyin,Herb_Latin,Herb_English,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Class_Chinese,Class_English,TCMSP_id,Mol_id,Molecule_name,Molecule_formula,Molecule_weight,PubChem_CID,CAS_id,OB_score,Type,Link_ingredient_id,Herb_Aliases,Molecule_Aliases
137,高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizoma,Alpiniae Officirum Rhizome,"辛,热","Pungent,Hot","脾,胃","Spleen,Stomach",温里药,Warming Interior Drugs,137.0,,,,,,,,,,高良姜,
138,藁本,Gaoben,Ligustici Rhizoma Et Radix,Ligustici Rhizoma Et Radix,"辛,温","Pungent,Warm",膀胱,Bladder,辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,138.0,,,,,,,,,,藁本,
139,葛花,Gehua,Flos Puerariae Lobatae,flower bud of lobed kudzuvine,"甘,凉","Sweet,Cool","脾,胃","Spleen,Stomach",辛凉解表药,Pungent Cool Diaphoretics,139.0,,,,,,,,,,葛花,
140,功劳木,Gonglaomu,"Mahoniae Caulis,Caulis Mahoniae",Stem of Leatherleaf Mahonia,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,140.0,,,,,,,,,,功劳木,
141,钩藤,Gouteng,"Ramulus Uncariae Cum Uncis,Uncariae Ramulus Cumuncis",Gambir Plant,"甘,凉","Sweet,Cool","肝,心包","Liver,Pericardium",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,141.0,,,,,,,,,,钩藤,
142,枸骨叶,Gouguye,Ilicis Cornutae Folium,Folium Ilicis Cornutae,"苦,凉","Bitter,Cool","肝,肾","Liver,Kidney",清虚热药,Asthenic Heat Dispelling Drugs,142.0,,,,,,,,,,枸骨叶,
143,枸杞子,Gouqizi,"Lycii Fructus,Fructus Lycii",fruit of Chinese Wolfberry,"甘,平","Sweet,Calm","肝,肾","Liver,Kidney",补阴药,Yin-Tonifying Medicinal,143.0,,,,,,,,,,枸杞子,
145,骨碎补,Gusuibu,"Drynariae Rhizoma,Rhizoma Dryriae",rhizome of Heartleaf Dryria,"苦,温","Bitter,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,145.0,,,,,,,,,,骨碎补,
146,瓜蒂,Guadi,Calycis Melo,Muskmelon base,"苦,寒,有毒","Bitter,Cold,Toxic",胃,Stomach,涌吐药,Emetic Medicinal,146.0,,,,,,,,,,瓜蒂,
148,关黄柏,Guanhuangbo,Phellodendri Amurensis Cortex,Phellodendri Amurensis Cortex,"苦,寒","Bitter,Cold","肾,膀胱","Kidney,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,148.0,,,,,,,,,,关黄柏,
149,贯叶金丝桃,Guanyejinsitao ,Hyperici Perforati Herba,Herbahypericiperforati,"辛,寒","Pungent,Cold",肝,Liver,收敛止血药,Astringent Hemostatic Medicinal,149.0,,,,,,,,,,贯叶金丝桃,
150,绵马贯众,Mianmaguanzhong,"Rhizoma Dryopteris Crassirhizomae,Dryopteridis Crassirhizomatis Rhizoma",root of Chinese Angelica,"苦,微寒,有小毒","Bitter,Slightly Cold,Slightly Toxic","肝,胃","Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,150.0,,,,,,,,,,绵马贯众,
151,广藿香,Guanghuoxiang,Pogostemonis Herba,Pogostemon Cablin (Blanco) Benth.,"辛,微温","Pungent,Slightly Warm","脾,胃,肺","Spleen,Stomach,Lung",化湿药,Dampness Removing Drugs,151.0,,,,,,,,,,广藿香,
152,广枣,Guangzao,"Choerospondiatis Fructus,Fructus Choerospondiatis",fruit of Axillary choerospondias,"甘,酸,平","Sweet,Sour,Calm","脾,肝","Spleen,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,152.0,,,,,,,,,,广枣,
153,鬼箭羽,Guijianyu,Ramulus Euonymi,twig of Winged Euonymus,"苦,辛,寒","Bitter,Pungent,Cold","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,153.0,,,,,,,,,,鬼箭羽,
154,鬼针草,Guizhencao,Herba Bidentis,all-grass of Spanishneedles,"苦,微寒","Bitter,Slightly Cold",,,清热解毒药,Antipyretic Detoxicate Drugs,154.0,,,,,,,,,,鬼针草,
155,桂枝,Guizi,"Cinnamomi Ramulus,Ramulus Cinmomi",Cassia Twig,"辛,甘,温","Pungent,Sweet,Warm","心,肺,膀胱","Heart,Lung,Bladder",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,155.0,,,,,,,,,,桂枝,
156,海风藤,Haifengteng,"Piperis Kadsurae Caulis,Caulis Piperis Kadsurae；Caulis Piperis Futokadsurae",stem of Kadsura Pepper,"辛,苦,微温","Pungent,Bitter,Slightly Warm",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,156.0,,,,,,,,,,海风藤,
157,海金沙,Haijinsha,"Spora Lygodii,Lygodii Spora",spore of Japanese climbing Fern,"甘,咸,寒","Sweet,Salty,Cold","膀胱,小肠","Bladder,Small Intestine",利水渗湿药,Diuretic Dampness Excreting Drugs,157.0,,,,,,,,,,海金沙,
158,海桐皮,Haitongpi,Cortex Erythrie,bark of Oriental Variegated Coralbean,"苦,辛,平","Bitter,Pungent,Calm","肝,脾","Liver,Spleen",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,158.0,,,,,,,,,,海桐皮,
159,海藻,Haizao,Sargassum,seaweed,"苦,咸,寒","Bitter,Salty,Cold","肝,胃,肾","Liver,Stomach,Kidney",化痰药,Phlegresolving Medicine,159.0,,,,,,,,,,海藻,
160,诃子,Hezi,"Chebulae Fructus,Fructus Chebulae",Medicine Termilia Fruit,"苦,酸,涩,平","Bitter,Sour,Astringent,Calm","肺,大肠","Lung,Large Intestine",收涩药,Astringent Medicinal,160.0,,,,,,,,,,诃子,
161,荷叶,Heye,"Folium Nelumbinis,Nelumbinis Folium",Lotus leaf,"苦,平","Bitter,Calm","肝,脾,胃","Liver,Spleen,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,161.0,,,,,,,,,,荷叶,
162,核桃仁,Hetaoren,"Semen Juglandis,Juglandis Semen",English Walnut Seed,"甘,温","Sweet,Warm","肾,肺,大肠","Kidney,Lung,Large Intestine",补阳药,Yang Reinforcing Drugs,162.0,,,,,,,,,,核桃仁,
163,鹤虱,Heshi,"Carpesii Fructus,Fructus Carpesii",Common Carpesium Fruit,"苦,辛,平,有小毒","Bitter,Pungent,Calm,Slightly Toxic","脾,胃","Spleen,Stomach",驱虫药,Antiparasitic Drugs,163.0,,,,,,,,,,鹤虱,
164,黑豆,Heidou,"Semen Glycine Max,Sojae Semen Nigrum",Black bean,"甘,平","Sweet,Calm","脾,肾","Spleen,Kidney",补阴药,Yin-Tonifying Medicinal,164.0,,,,,,,,,,黑豆,
165,黑老虎,Heilaohu,,Kadsurae Coccineae Radix Et Caulis,"辛,微苦,温","Pungent,Slightly Bitter,Warm",,,理气药,Qi Regulating Drugs,165.0,,,,,,,,,,黑老虎,
166,黑芝麻,Heizhima,"Sesami Semen Nigrum,Semen Sesami Nigrum",Black Sesame,"甘,平","Sweet,Calm","肝,肾,大肠","Liver,Kidney,Large Intestine",补阴药,Yin-Tonifying Medicinal,166.0,,,,,,,,,,黑芝麻,
167,红参,Hongshen,"Radix Ginseng Rubra,Ginseng Radix Et Rhizoma Rubra",Red Ginseng,"甘,微苦,温","Sweet,Slightly Bitter,Warm","脾,肺,心,肾","Spleen,Lung,Heart,Kidney",补气药,Qi Reinforcing Drugs,167.0,,,,,,,,,,红参,
168,红花,Honghua,"Flos Carthami,Carthami Flos",Safflower,"辛,温","Pungent,Warm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,168.0,,,,,,,,,,红花,
169,红芪,Hongqi,Hedysari Radix,Hedysari Radix,"甘,微温","Sweet,Slightly Warm","肺,脾","Lung,Spleen",补气药,Qi Reinforcing Drugs,169.0,,,,,,,,,,红芪,
170,猴枣,Houzao,,Macacae Calcalus Gasteris,"苦,寒,无毒","Bitter,Cold,Nontoxic",,,化痰药,Phlegresolving Medicine,170.0,,,,,,,,,,猴枣,
171,厚朴,Houpo,"Cortex Magnoliae Officilis,Magnoliae Officinalis Cortex",bark of Officil magnolia,"苦,辛,温","Bitter,Pungent,Warm","脾,胃,肺,大肠","Spleen,Stomach,Lung,Large Intestine",化湿药,Dampness Removing Drugs,171.0,,,,,,,,,,厚朴,
172,胡黄连,Huhuangl1an,Picrorhizae Rhizoma,Picrorhizae Rhizoma,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",清虚热药,Asthenic Heat Dispelling Drugs,172.0,,,,,,,,,,胡黄连,
173,胡椒,Hujiao,"Fructus Piperis,Piperis Fructus",Pepper Fruit,"辛,热","Pungent,Hot","胃,大肠","Stomach,Large Intestine",温里药,Warming Interior Drugs,173.0,,,,,,,,,,胡椒,
174,胡芦巴,Huluba,Trigonellae Semen,Trigonellae Semen,"苦,温","Bitter,Warm",肾,Kidney,补阳药,Yang Reinforcing Drugs,174.0,,,,,,,,,,胡芦巴,
176,虎耳草,Huercao,Herba Saxifragae,stem or leaf of Fung Waxplant,"苦,辛,寒,小毒","Bitter,Pungent,Cold,Slightly Toxic","肺,肝,心","Lung,Liver,Heart",清热解毒药,Antipyretic Detoxicate Drugs,176.0,,,,,,,,,,虎耳草,
177,虎杖,Huzhang,"Rhizoma Polygoni Cuspidati,Polygoni Cuspidati Rhizoma Et Radix",rhizome of Gaint Knotweed,"微苦,微寒","Slightly Bitter,Slightly Cold","肝,胆,肺","Liver,Gallbladder,Lung",利水渗湿药,Diuretic Dampness Excreting Drugs,177.0,,,,,,,,,,虎杖,
178,花椒,Huajiao,"Zanthoxyli Pericarpium,Pericarpium Zanthoxyli",Pricklyash Peel,"辛,温","Pungent,Warm","脾,胃,肾","Spleen,Stomach,Kidney",温里药,Warming Interior Drugs,178.0,,,,,,,,,,花椒,
179,花生衣,Huashengyi,Testa Arachidis Hypogaeae,Semino-dermis Arachidis ,"甘,微苦,涩,平","Sweet,Slightly Bitter,Astringent,Calm","肺,胃,肝","Lung,Stomach,Liver",收敛止血药,Astringent Hemostatic Medicinal,179.0,,,,,,,,,,花生衣,
180,华山参,Huashanshen,Physochlainae Radix,Physochlaie Radix,"甘,微苦,温,有毒","Sweet,Slightly Bitter,Warm,Toxic","肺,心","Lung,Heart",止咳平喘药,Antitussive Antiasthmetics,180.0,,,,,,,,,,华山参,
182,槐花,Huaihua,"Sophorae Flos,Flos Sophorae",flower bud of Japanese pagodatree,"苦,微寒","Bitter,Slightly Cold","肝,大肠","Liver,Large Intestine",凉血止血药,Blood-Cooling Hemostatic Medicinal,182.0,,,,,,,,,,槐花,
183,槐角,Huaijiao,"Fructus Sophorae,Sophorae Fructus",pod of Japanese pagodatree,"苦,寒","Bitter,Cold","肝,大肠","Liver,Large Intestine",凉血止血药,Blood-Cooling Hemostatic Medicinal,183.0,,,,,,,,,,槐角,
184,黄柏,Huangbo,"Phellodendri Chinensis Cortex,Cortex Phellodendri",Phellodendron bark,"苦,寒","Bitter,Cold","肾,膀胱","Kidney,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,184.0,,,,,,,,,,黄柏,
185,黄精,Huangjing,"Polygonati Rhizoma,Rhizoma Polygoti",Rhizome of Fragrant Solomonseal,"甘,平","Sweet,Calm","脾,肺,肾","Spleen,Lung,Kidney",补阴药,Yin-Tonifying Medicinal,185.0,,,,,,,,,,黄精,
186,黄连,Huanglian,"Rhizoma Coptidis,Coptidis Rhizoma",rhizome of Chinese Goldthread,"苦,寒","Bitter,Cold","心,脾,胃,肝,胆,大肠","Heart,Spleen,Stomach,Liver,Gallbladder,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,186.0,,,,,,,,,,黄连,
187,黄芪,Huangqi,"Astragali Radix,Radix Astragali",root of Membranous Milkvetch,"甘,微温","Sweet,Slightly Warm","肺,脾","Lung,Spleen",补气药,Qi Reinforcing Drugs,187.0,,,,,,,,,,黄芪,
188,黄芩,Huangqin,"Scutellariae Radix,Radix Scutellariae",root of Baikal skullcap,"苦,寒","Bitter,Cold","肺,胆,脾,大肠,小肠","Lung,Gallbladder,Spleen,Large Intestine,Small Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,188.0,,,,,,,,,,黄芩,
189,黄药子,Huangyaozi,Rhizoma Dioscoreae Bulbiferae,rhizome of Airpotato Yam,"苦,寒,小毒","Bitter,Cold,Slightly Toxic","肺,肝","Lung,Liver",化痰药,Phlegresolving Medicine,189.0,,,,,,,,,,黄药子,
190,火麻仁,Huomaren,"Cannabis Fructus,Semen Canbis;Fructus Canbis",Hemp Seed,"甘,平","Sweet,Calm","脾,胃,大肠","Spleen,Stomach,Large Intestine",润下药,Laxatives,190.0,,,,,,,,,,火麻仁,
191,鸡骨草,Jigucao,"Abri Herba,Herba Abri",Canton Love-pea Vine,"甘,微苦,凉","Sweet,Slightly Bitter,Cool","肝,胃","Liver,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,191.0,,,,,,,,,,鸡骨草,
192,鸡冠花,Jiguanhua,"Flos Celosiae Cristatae,Celosiae Cristatae Flos",Cockscomb flower ,"甘,涩,凉","Sweet,Astringent,Cool","肝,大肠","Liver,Large Intestine",收敛止血药,Astringent Hemostatic Medicinal,192.0,,,,,,,,,,鸡冠花,
193,鸡屎藤,Jishiteng,,Paederiae Scandentis Herba,"甘,微苦,平","Sweet,Slightly Bitter,Calm",,,消食药,Digestants,193.0,,,,,,,,,,鸡屎藤,
194,鸡血藤,Jixueteng,"Spatholobi Caulis,Caulis Millettiae; Caulis Spatholobi",Suberect Spatholobus Stem,"苦,甘,温","Bitter,Sweet,Warm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,194.0,,,,,,,,,,鸡血藤,
195,积雪草,Jixuecao,"Herba Centellae,Centellae Herba",Asiatic Pennywort Herb,"苦,辛,寒","Bitter,Pungent,Cold","肝,脾,肾","Liver,Spleen,Kidney",清热解毒药,Antipyretic Detoxicate Drugs,195.0,,,,,,,,,,积雪草,
196,急性子,Jixingzi,"Impatientis Semen,Semen Impatientis",seed of Garden Balsam,"微苦,辛,温,有小毒","Slightly Bitter,Pungent,Warm,Slightly Toxic","肺,肝","Lung,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,196.0,,,,,,,,,,急性子,
197,蒺藜,jili,"Tribuli Fructus,Fructus Tribuli",Puncturevine Caltrop Fruit,"辛,苦,微温,有小毒","Pungent,Bitter,Slightly Warm,Slightly Toxic",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,197.0,,,,,,,,,,蒺藜,
198,姜黄,Jianghuang,"Rhizoma Curcumae Longae,Curcumae Longae Rhizoma",rhizome of Common Turmeric,"辛,苦,温","Pungent,Bitter,Warm","脾,肝","Spleen,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,198.0,,,,,,,,,,姜黄,
199,降香,Jiangxiang,"Lignum Dalbergiae Odoriferae Rosewood,Dalbergiae Odoriferae Lignum",Odoriferous Rosewood,"辛,温","Pungent,Warm","肝,脾","Liver,Spleen",理气药,Qi Regulating Drugs,199.0,,,,,,,,,,降香,
200,绞股蓝,Jiaoguolan,,Gynostemmae Pentaphylli Herba,"苦,微甘,凉","Bitter,Slightly Sweet,Cool","肺,脾,肾","Lung,Spleen,Kidney",补气药,Qi Reinforcing Drugs,200.0,,,,,,,,,,绞股蓝,
201,芥子,Jiezi,"Semen Sipis,Sinapis Semen",Mustard Seed,"辛,温","Pungent,Warm",肺,Lung,化痰药,Phlegresolving Medicine,201.0,,,,,,,,,,芥子,
202,金沸草,Jinfeicao,"Herba Inulae,Inulae Herba",All - grass of Japanese Inula,"苦,辛,咸,温","Bitter,Pungent,Salty,Warm","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,202.0,,,,,,,,,,金沸草,
203,金果榄,Jinguolan,Tinosporae Radix,Tinosporae Radix,"苦,寒","Bitter,Cold","肺,大肠",,清热解毒药,Antipyretic Detoxicate Drugs,203.0,,,,,,,,,,金果榄,
204,金莲花,Jinlianhua,Flos Trollii Chinensis,flower of Chinese Globeflower,"苦,寒","Bitter,Cold","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,204.0,,,,,,,,,,金莲花,
205,金钱草,Jinqiancao,"Herba Glechomae Longitubae,Lysimachiae Herba",Christi Loosestrife,"甘,咸,微寒","Sweet,Salty,Slightly Cold","肝,胆,肾,膀胱","Liver,Gallbladder,Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,205.0,,,,,,,,,,金钱草,
206,金荞麦,Jinqiaomai,"Rhizoma Fagopyri Cymosi,Fagopyri Dibotryis Rhizoma",Wild Buckwheat Rhizome,"微辛,涩,凉","Slightly Pungent,Astringent,Cool",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,206.0,,,,,,,,,,金荞麦,
207,金银花,Jinyinhua,"Lonicerae Japonicae Flos,Flos Lonicerae",Honeysuckle Flower,"甘,寒","Sweet,Cold","肺,心,胃","Lung,Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,207.0,,,,,,,,,,金银花,
208,金樱子,Jinyingzi,"Fructus Rosae Laevigatae,Rosae Laevigatae Fructus",fruit of Cherokee Rose,"酸,甘,涩,平","Sour,Sweet,Astringent,Calm","肾,膀胱,大肠","Kidney,Bladder,Large Intestine",收涩药,Astringent Medicinal,208.0,,,,,,,,,,金樱子,
209,金盏菊花,Jinzhanjuhua,,Calendula Officilis,,,,,凉血止血药,Blood-Cooling Hemostatic Medicinal,209.0,,,,,,,,,,金盏菊花,
210,锦灯笼,Jindenglong,Physalis Calyx Seu Fructus,Calyx Seu Fructus Physalis,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,210.0,,,,,,,,,,锦灯笼,
211,京大戟,Jingdaji,"Radix Euphorbiae Pekinensis,Euphorbiae Pekinensis Radix",Peking Euphorbia Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,脾,肾","Lung,Spleen,Kidney",通水药,Drastic Purgatives,211.0,,,,,,,,,,京大戟,
213,荆芥穗,Jingjiesui,Schizonepetae Spica,Schizonepetae Spica,"辛,微温","Pungent,Slightly Warm","肺,肝","Lung,Liver",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,213.0,,,,,,,,,,荆芥穗,
214,景天三七,Jintiansanqi,,Sedum Aizoon L.,"甘,微酸,平","Sweet,Slightly Sour,Calm","心,肝","Heart,Liver",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,214.0,,,,,,,,,,景天三七,
215,韭菜子,Jiucaizi,"Allii Tuberosi Semen,Semen Allii Tuberosi",Tuber Onion Seed,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,215.0,,,,,,,,,,韭菜子,
217,菊花,Juhua,"Chrysanthemi Flos,Flos Chrysanthemi",Chrysanthemum Flower,"甘,苦,微寒","Sweet,Bitter,Slightly Cold","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,217.0,,,,,,,,,,菊花,
218,菊苣,Juju,"Cichorii Herba
Cichorii Radix,Herba Cichorii",Chicory Herb,"微苦,咸,凉","Slightly Bitter,Salty,Cool","肝,胆,胃","Liver,Gallbladder,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",218.0,,,,,,,,,,菊苣,
219,橘核,Juhe,"Semen Citri Reticulatae,Citri Reticulatae Semen",Tangerine Seed,"苦,平","Bitter,Calm","肝,肾","Liver,Kidney",理气药,Qi Regulating Drugs,219.0,,,,,,,,,,橘核,
220,橘红,Juhong,Citri Exocarpium Rubrum,Citri Exocarpium Rubrum,"辛,苦,温","Pungent,Bitter,Warm","肺,脾","Lung,Spleen",理气药,Qi Regulating Drugs,220.0,,,,,,,,,,橘红,
223,卷柏,Juanbai,"Selaginellae Herba,Herba Selaginellae",aal-grass of Tamariskoid spikemoss,"辛,平","Pungent,Calm","肝,心","Liver,Heart",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,223.0,,,,,,,,,,卷柏,
224,决明子,Juemingzi,"Semen Cassiae;Semen Sene,Cassiae Semen",Cassia Seed,"甘,苦,咸,微寒","Sweet,Bitter,Salty,Slightly Cold","肝,大肠","Liver,Large Intestine",清热泻火药,Fire Purging Drugs,224.0,,,,,,,,,,决明子,
225,苦参,Kushen,"Radix Sophorae Flavescentis,Sophorae Flavescentis Radix",root of Lightyellow sophora,"苦,寒","Bitter,Cold","心,肝,胃,大肠,膀胱","Heart,Liver,Stomach,Large Intestine,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,225.0,,,,,,,,,,苦参,
226,苦地丁,Kudiding,"Corydalis Bungeanae Herba,Herba Corydalis Bungeae",all - grass of Bunge Corydalis,"苦,寒","Bitter,Cold","心,肝,大肠","Heart,Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,226.0,,,,,,,,,,苦地丁,
227,苦丁茶,Kudingcha,,Ilicis Cornutae Folium Immayuri,"甘,苦,寒","Sweet,Bitter,Cold","肝,肺,胃","Liver,Lung,Stomach",清热泻火药,Fire Purging Drugs,227.0,,,,,,,,,,苦丁茶,
228,苦楝皮,Kulianpi,Meliae Cortex,Meliae Cortex,"苦,寒,有毒","Bitter,Cold,Toxic","肝,脾,胃","Liver,Spleen,Stomach",驱虫药,Antiparasitic Drugs,228.0,,,,,,,,,,苦楝皮,
229,苦楝子,Kulianzi,,Meliae Azedarach Fructus,"苦,寒,小毒","Bitter,Cold,Slightly Toxic",,,驱虫药,Antiparasitic Drugs,229.0,,,,,,,,,,苦楝子,
230,苦杏仁,Kuxingren,"Armeniacae Semen Amarum,Semen Armeniacae Amarum",bitter Apricot seed,"苦,微温,有小毒","Bitter,Slightly Warm,Slightly Toxic","肺,大肠","Lung,Large Intestine",止咳平喘药,Antitussive Antiasthmetics,230.0,,,,,,,,,,苦杏仁,
231,款冬花,Kuandonghua,"Farfarae Flos,Flos Farfarae",flower bud of common coltsfoot,"辛,微苦,温","Pungent,Slightly Bitter,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,231.0,,,,,,,,,,款冬花,
232,昆布,Kunbu,"Laminariae Thallus Eckloniae Thallus,Thallus Lamiriae",Kelp or Tangle,"咸,寒","Salty,Cold","肝,胃,肾","Liver,Stomach,Kidney",化痰药,Phlegresolving Medicine,232.0,,,,,,,,,,昆布,
233,辣椒,Lajiao,"Fructus Capsici,Capsici Fructus",Hot pepper,"辛,热","Pungent,Hot","心,脾","Heart,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",233.0,,,,,,,,,,辣椒,
234,莱菔子,Laifuzi,"Raphani Semen,Semen Raphani",Radish Seed,"辛,甘,平","Pungent,Sweet,Calm","肺,脾,胃","Lung,Spleen,Stomach",消食药,Digestants,234.0,,,,,,,,,,莱菔子,
235,老鹳草,Laoguancao,"Erodii Herba Geranii Herba,Herba Erodiiherba Geranii",All - grass of Common Heron's bill,"辛,苦,平","Pungent,Bitter,Calm","肝,肾,脾","Liver,Kidney,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,235.0,,,,,,,,,,老鹳草,
236,了哥王根,Liaogewanggen,,Wikstroemiae Indicae Rasix,"苦,辛,寒,有毒","Bitter,Pungent,Cold,Toxic",,,清热解毒药,Antipyretic Detoxicate Drugs,236.0,,,,,,,,,,了哥王根,
237,雷公藤,Leigongteng,Radix Tripterygii Wilfordii,root of common htreewingnut,"苦,辛,凉,大毒","Bitter,Pungent,Cool,Extremely Poisonous","肝,心","Liver,Heart",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,237.0,,,,,,,,,,雷公藤,
238,雷丸,Leiwan,Omphalia,Thunder Ball,"微苦,寒","Slightly Bitter,Cold","胃,大肠","Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,238.0,,,,,,,,,,雷丸,
239,荔枝核,Lizhihe,"Litchi Semen,Semen Litchi",Litchi seed,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,肾","Liver,Kidney",理气药,Qi Regulating Drugs,239.0,,,,,,,,,,荔枝核,
240,连钱草,Lianqiancao,Glechomae Herba,Glechomae Herba,"辛,微苦,微寒","Pungent,Slightly Bitter,Slightly Cold","肝,肾,膀胱","Liver,Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,240.0,,,,,,,,,,连钱草,
241,连翘,Lianqiao,"Forsythiae Fructus,Fructus Forsythiae",Weeping Forsythia Capsule,"苦,微寒","Bitter,Slightly Cold","肺,心,小肠","Lung,Heart,Small Intestine",清热解毒药,Antipyretic Detoxicate Drugs,241.0,,,,,,,,,,连翘,
242,莲房,Lianfang,"Receptaculum Nelumbinis,Nelumbinis Receptaculum",Lotus Receptacle,"苦,涩,温","Bitter,Astringent,Warm",肝,Liver,收敛止血药,Astringent Hemostatic Medicinal,242.0,,,,,,,,,,莲房,
243,莲须,Lianxu,"Stamen Nelumbinis,Nelumbinis Stamen",Lotus stamen,"甘,涩,平","Sweet,Astringent,Calm","心,肾","Heart,Kidney",收涩药,Astringent Medicinal,243.0,,,,,,,,,,莲须,
244,莲子心,Lianzixin,"Plumula Nelumbinis,Nelumbinis Plumula",Lotus Plumule,"苦,寒","Bitter,Cold","心,肾","Heart,Kidney",收涩药,Astringent Medicinal,244.0,,,,,,,,,,莲子心,
245,两面针,Liangmianzhen,"Zanthoxyli Radix,Radix Zanthoxyli",Shinyleaf Pricklyash Root,"苦,辛,平,有小毒","Bitter,Pungent,Calm,Slightly Toxic","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,245.0,,,,,,,,,,两面针,
246,两头尖,Liangtoujian,"Anemones Raddeanae Rhizoma,Rhizoma Ahemones Daddeae",Radde Anemone Rhizome,"辛,热,有毒","Pungent,Hot,Toxic",脾,Spleen,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,246.0,,,,,,,,,,两头尖,
247,蓼大青叶,Liaodaqingye,"Polygoni Tinctorii Folium,Folium Polygoni Tinctorii",Indigoplant Leaf,"苦,寒","Bitter,Cold","心,胃","Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,247.0,,,,,,,,,,蓼大青叶,
248,灵芝,Lingzhi,"Ganoderma Lucidum Seu Japonicum,Ganoderma",Lucid Ganoderma,"甘,平","Sweet,Calm","心,肺,肝,肾","Heart,Lung,Liver,Kidney",补气药,Qi Reinforcing Drugs,248.0,,,,,,,,,,灵芝,
249,凌霄花,Lingxiaohua,"Flos Campsis,Campsis Flos",flower of Common Trumpetcreeper,"甘,酸,寒","Sweet,Sour,Cold","肝,心包","Liver,Pericardium",活血祛瘀药,Blood Activating Stasis Removing Drugs,249.0,,,,,,,,,,凌霄花,
250,零陵香,Linglingxiang,,Lysimachiae Foenigraeci Herba,"微甘,平","Slightly Sweet,Calm",,,辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,250.0,,,,,,,,,,零陵香,
251,龙胆,Longdan,Gentianae Radix Et Rhizoma,Gentiae Radix Et Rhozima,"苦,寒","Bitter,Cold","肝,胆","Liver,Gallbladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,251.0,,,,,,,,,,龙胆,
